task,positional,seed,train_digits,ood_digits,n_train,cohort,ood,digits,d_model,n_layers,steps,params,lr,abacus_max_k,loss_reduction,final_loss,diverged,flat,device,n_eval,exact_acc,digit_acc,chance_exact,chance_digit,per_place_acc,mean_wrong_digits
square,rope_mixed,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,6e-05,False,False,cuda:0,2000,0.0,0.28167,0.0005,0.13493,0.521|0.162|0.150|0.119|0.112|0.102|0.115|0.091|0.102|0.105|0.203|0.549|0.814|0.961,9.883
square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,5,0.4,0.5,0.2,0.375,0.400|0.667,1.333
square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,45,0.62222,0.87135,0.022222,0.20468,0.911|0.911|0.711|0.972,1.294
square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,450,0.53333,0.90476,0.002222,0.17073,0.996|0.987|0.878|0.669|0.924|1.000,1.171
square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,2000,0.2305,0.86219,0.0005,0.15461,1.000|1.000|0.994|0.809|0.322|0.830|0.978|0.997,1.391
square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,2000,0.024,0.74482,0.0005,0.14806,1.000|1.000|0.999|0.938|0.251|0.146|0.327|0.863|0.990|0.999,2.548
square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,2000,0.0005,0.42911,0.001,0.1402,0.569|0.546|0.532|0.434|0.193|0.119|0.111|0.115|0.213|0.631|0.858|0.960,6.712
square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,2,8000,1586701,0.0003,8,token,0.092,False,False,cuda:0,2000,0.0,0.22349,0.0005,0.13493,0.277|0.198|0.194|0.175|0.134|0.109|0.095|0.096|0.095|0.105|0.143|0.333|0.552|0.752,10.684
square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,5,0.0,0.125,0.2,0.375,0.000|0.333,1.4
square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,45,0.66667,0.91228,0.022222,0.20468,0.978|0.889|0.822|0.972,1.0
square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,450,0.81333,0.964,0.002222,0.17073,1.000|0.993|0.958|0.898|0.951|0.991,1.107
square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,2000,0.5085,0.92311,0.0005,0.15461,1.000|1.000|0.999|0.884|0.605|0.922|0.994|0.999,1.215
square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,2000,0.0465,0.77852,0.0005,0.14806,1.000|1.000|1.000|0.934|0.317|0.161|0.511|0.924|0.995|1.000,2.264
square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,2000,0.0,0.47443,0.001,0.1402,0.971|0.504|0.455|0.288|0.190|0.127|0.121|0.147|0.360|0.768|0.912|0.975,6.176
square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,8,8000,6325261,0.0003,8,token,0.00804,False,False,cuda:0,2000,0.0,0.27578,0.0005,0.13493,0.733|0.218|0.176|0.143|0.135|0.107|0.102|0.117|0.110|0.123|0.209|0.387|0.620|0.811,9.964
square,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,2000,0.736,0.96899,0.0005,0.14399,1.000|1.000|0.998|0.991|0.956|0.786|0.982|0.998|0.998|1.000,1.095
square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,5,0.6,0.75,0.2,0.375,0.800|0.667,1.0
square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,45,0.4,0.74854,0.022222,0.20468,0.911|0.467|0.733|0.917,1.593
square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,450,0.44222,0.87727,0.002222,0.17073,1.000|0.987|0.791|0.620|0.918|0.973,1.263
square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,2000,0.225,0.85987,0.0005,0.15096,1.000|1.000|0.992|0.773|0.313|0.860|0.979|0.996,1.403
square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,2000,0.018,0.7439,0.0005,0.14501,1.000|1.000|1.000|0.923|0.221|0.132|0.340|0.902|0.985|0.999,2.545
square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,2000,0.0,0.40988,0.001,0.13803,0.849|0.494|0.330|0.249|0.156|0.112|0.114|0.100|0.204|0.659|0.875|0.889,6.943
square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,2,8000,1586701,0.0003,8,token,0.09261,False,False,cuda:2,2000,0.0,0.21799,0.0005,0.13716,0.204|0.214|0.214|0.126|0.117|0.103|0.096|0.102|0.102|0.092|0.160|0.374|0.587|0.677,10.748
square,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,2000,1.0,1.0,0.0005,0.14399,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,5,0.4,0.5,0.2,0.375,0.400|0.667,1.333
square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,45,0.46667,0.78363,0.022222,0.20468,0.844|0.689|0.667|0.972,1.542
square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,450,0.78222,0.95316,0.002222,0.17073,1.000|1.000|0.916|0.869|0.951|0.994,1.235
square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,2000,0.506,0.92433,0.0005,0.15096,1.000|1.000|1.000|0.919|0.571|0.933|0.992|0.998,1.188
square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,2000,0.043,0.78325,0.0005,0.14501,1.000|1.000|1.000|0.964|0.324|0.173|0.482|0.947|0.996|1.000,2.21
square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,2000,0.0,0.47431,0.001,0.13803,0.979|0.529|0.476|0.301|0.172|0.135|0.110|0.132|0.346|0.767|0.892|0.967,6.185
square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,4e-05,False,False,cuda:2,2000,0.0,0.26231,0.0005,0.13716,0.798|0.282|0.199|0.143|0.114|0.107|0.095|0.104|0.097|0.106|0.186|0.314|0.503|0.748,10.139
square,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,2000,0.986,0.9985,0.0005,0.14399,1.000|1.000|1.000|0.998|0.996|0.997|0.996|0.998|1.000|1.000,1.0
square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,5,0.6,0.75,0.2,0.375,0.800|0.667,1.0
square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,45,0.6,0.88889,0.022222,0.20468,1.000|0.844|0.733|1.000,1.056
square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,450,0.84444,0.96825,0.002222,0.17073,1.000|1.000|0.947|0.918|0.960|0.991,1.171
square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,2000,0.6175,0.94005,0.0005,0.15096,1.000|1.000|1.000|0.894|0.737|0.918|0.990|0.995,1.216
square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,2000,0.0495,0.78659,0.0005,0.14501,1.000|1.000|1.000|0.930|0.313|0.168|0.574|0.938|0.996|0.999,2.191
square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,2000,0.0,0.50584,0.001,0.13803,0.921|0.615|0.592|0.398|0.207|0.127|0.110|0.146|0.435|0.769|0.889|0.972,5.814
square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,8,8000,6325261,0.0003,8,token,0.00337,False,False,cuda:2,2000,0.0,0.26045,0.0005,0.13716,0.541|0.242|0.233|0.184|0.119|0.111|0.119|0.113|0.104|0.126|0.215|0.357|0.542|0.773,10.164
carryless_square,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21624,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,450,1.0,1.0,0.004444,0.24533,1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.224,1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.9995,0.99994,0.001,0.21133,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,1.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.33682,0.001,0.2,0.489|0.133|0.120|0.379|0.158|0.230|0.113|0.135|0.603|0.755|0.590,7.295
carryless_square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.23742,0.001,0.19642,0.374|0.053|0.143|0.274|0.115|0.174|0.102|0.191|0.262|0.269|0.302|0.445|0.383,9.914
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,2000,0.011,0.7219,0.001,0.21624,0.501|0.632|0.716|1.000|0.991|0.926|0.583|0.595|0.483,2.407
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,450,0.20889,0.84178,0.004444,0.24533,0.682|1.000|1.000|1.000|0.527,1.0
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,2000,0.008,0.74007,0.001,0.224,0.514|0.638|1.000|1.000|1.000|0.596|0.432,1.834
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,2000,0.007,0.71633,0.001,0.21133,0.509|0.653|0.626|1.000|1.000|1.000|0.595|0.572|0.492,2.571
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,2000,0.0,0.4435,0.001,0.2,0.977|0.739|0.624|0.152|0.776|0.133|0.090|0.107|0.131|0.268|0.882,6.122
carryless_square,rope_significance,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,0.38775,False,False,cuda:2,2000,0.0,0.33269,0.001,0.19642,0.958|0.692|0.221|0.254|0.321|0.165|0.126|0.195|0.113|0.283|0.166|0.285|0.548,8.675
