run_id,exp,regime,seed,device,n_layers,d_model,n_heads,params,budget_mode,budget,steps_completed,construct_seconds,train_seconds,lr,batch_size,first_train_loss,final_train_loss,diverged,flat_from_start,eval_set,T,ood_n,ood_t,n_eval,digit_acc,exact_acc,chance_digit,chance_exact
exp1_e1_fixed323_L4_d256_seconds60_s0,exp1,e1_fixed323,0,cuda:1,4,256,4,3171601,seconds,60.0,7079,0.03,60.002,0.0003,256,2.81355,1e-05,False,False,depth_seen_n_t64,64,False,True,64,0.11628,0.07812,0.38372,0.140625
exp1_e1_fixed323_L4_d256_seconds60_s0,exp1,e1_fixed323,0,cuda:1,4,256,4,3171601,seconds,60.0,7079,0.03,60.002,0.0003,256,2.81355,1e-05,False,False,depth_ood_n_t64,64,True,True,64,0.11917,0.01562,0.19171,0.046875
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,id_test,,False,False,1000,0.18561,0.006,0.19268,0.008
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t1,1,False,False,128,0.14062,0.00781,0.20312,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t1,1,True,False,128,0.1859,0.01562,0.1859,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t2,2,False,False,128,0.15267,0.0,0.19084,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t2,2,True,False,128,0.14407,0.0,0.18644,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t3,3,False,False,128,0.18878,0.0,0.21429,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t3,3,True,False,128,0.17234,0.0,0.20851,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t4,4,False,True,128,0.18799,0.0,0.20888,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t4,4,True,True,128,0.18697,0.0,0.19958,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t6,6,False,True,128,0.15522,0.01562,0.22901,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t6,6,True,True,128,0.15418,0.0,0.20985,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t8,8,False,True,128,0.17571,0.0,0.21447,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t8,8,True,True,128,0.15418,0.0,0.197,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t12,12,False,True,128,0.12371,0.0,0.20619,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t12,12,True,True,128,0.1194,0.0,0.19616,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t16,16,False,True,128,0.08333,0.0,0.21094,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t16,16,True,True,128,0.11465,0.0,0.22293,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t24,24,False,True,128,0.13555,0.0,0.2046,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t24,24,True,True,128,0.11579,0.0,0.21474,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t32,32,False,True,128,0.13111,0.0,0.22108,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t32,32,True,True,128,0.11555,0.0,0.18697,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t48,48,False,True,128,0.11979,0.0,0.20052,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t48,48,True,True,128,0.10403,0.0,0.19533,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_seen_n_t64,64,False,True,128,0.11658,0.00781,0.20725,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s0,exp1,easy_sampled_b1011,0,cuda:0,4,256,4,3171601,steps,1500.0,1500,0.039,13.105,0.0003,256,2.84876,1.98949,False,False,depth_ood_n_t64,64,True,True,128,0.12951,0.0,0.21019,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,id_test,,False,False,1000,0.1808,0.003,0.19268,0.008
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t1,1,False,False,128,0.15625,0.00781,0.20312,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t1,1,True,False,128,0.14103,0.0,0.1859,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t2,2,False,False,128,0.20102,0.0,0.19084,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t2,2,True,False,128,0.13771,0.0,0.18644,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t3,3,False,False,128,0.19388,0.00781,0.21429,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t3,3,True,False,128,0.1766,0.0,0.20851,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t4,4,False,True,128,0.16449,0.0,0.20888,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t4,4,True,True,128,0.18908,0.0,0.19958,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t6,6,False,True,128,0.19338,0.00781,0.22901,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t6,6,True,True,128,0.17773,0.0,0.20985,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t8,8,False,True,128,0.17571,0.00781,0.21447,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t8,8,True,True,128,0.16702,0.00781,0.197,0.015625
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t12,12,False,True,128,0.14691,0.0,0.20619,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_ood_n_t12,12,True,True,128,0.1258,0.0,0.19616,0.023438
exp1_easy_sampled_b1011_L4_d256_steps1500_s1,exp1,easy_sampled_b1011,1,cuda:3,4,256,4,3171601,steps,1500.0,1500,0.025,12.751,0.0003,256,2.87558,2.0016,False,False,depth_seen_n_t16,16,False,True,128,0.10938,0.00781,0.21094,0.015625
