variant,positional,seed,cohort,digit_length,ood,n_layers,n_loops_trained,pass_count,d_model,steps,params,n_eval,exact_acc,digit_acc,chance_exact,chance_digit,per_place_acc,mean_wrong_digits
raw_sum,rope,0,id_1d,1,False,2,4,2,256,8000,1586701,5,0.0,0.4,0.2,0.6,0.400|0.800|0.000,1.8
raw_sum,rope,0,id_1d,1,False,2,4,4,256,8000,1586701,5,0.0,0.53333,0.2,0.6,0.000|0.800|0.800,1.4
raw_sum,rope,0,id_1d,1,False,2,4,8,256,8000,1586701,5,0.2,0.66667,0.2,0.6,0.400|0.800|0.800,1.25
raw_sum,rope,0,id_1d,1,False,2,4,16,256,8000,1586701,5,0.2,0.53333,0.2,0.6,0.200|0.600|0.800,1.75
raw_sum,rope,0,id_1d,1,False,2,4,32,256,8000,1586701,5,0.0,0.4,0.2,0.6,0.200|0.400|0.600,1.8
raw_sum,rope,0,id_2d,2,False,2,4,2,256,8000,1586701,45,0.0,0.64938,0.022222,0.52099,0.556|0.600|0.844|0.667|0.467|1.000|0.533|0.378|0.800,3.156
raw_sum,rope,0,id_2d,2,False,2,4,4,256,8000,1586701,45,0.75556,0.97037,0.022222,0.52099,0.933|0.978|1.000|1.000|0.956|1.000|0.911|0.956|1.000,1.091
raw_sum,rope,0,id_2d,2,False,2,4,8,256,8000,1586701,45,0.31111,0.89877,0.022222,0.52099,0.911|0.889|1.000|1.000|0.667|1.000|0.933|0.689|1.000,1.323
raw_sum,rope,0,id_2d,2,False,2,4,16,256,8000,1586701,45,0.06667,0.80988,0.022222,0.52099,0.689|0.778|1.000|0.956|0.578|1.000|0.667|0.622|1.000,1.833
raw_sum,rope,0,id_2d,2,False,2,4,32,256,8000,1586701,45,0.0,0.74321,0.022222,0.52099,0.533|0.756|1.000|0.889|0.533|1.000|0.422|0.556|1.000,2.311
raw_sum,rope,0,id_3d,3,False,2,4,2,256,8000,1586701,450,0.01111,0.71319,0.002222,0.47911,0.891|0.818|0.967|0.738|0.471|0.933|0.264|0.193|0.947|0.700|0.456|0.982|0.747|0.600|0.991,4.351
raw_sum,rope,0,id_3d,3,False,2,4,4,256,8000,1586701,450,0.91778,0.99422,0.002222,0.47911,1.000|1.000|1.000|1.000|0.998|0.996|0.982|0.953|0.998|0.998|0.993|1.000|0.998|0.998|1.000,1.054
raw_sum,rope,0,id_3d,3,False,2,4,8,256,8000,1586701,450,0.46444,0.95156,0.002222,0.47911,1.000|0.996|1.000|0.998|0.931|0.991|0.782|0.691|0.996|0.996|0.918|0.998|0.991|0.987|1.000,1.357
raw_sum,rope,0,id_3d,3,False,2,4,16,256,8000,1586701,450,0.11556,0.87541,0.002222,0.47911,0.936|0.982|1.000|0.991|0.796|0.980|0.558|0.487|0.993|0.989|0.747|0.998|0.807|0.884|0.984,2.113
raw_sum,rope,0,id_3d,3,False,2,4,32,256,8000,1586701,450,0.03111,0.81022,0.002222,0.47911,0.802|0.831|1.000|0.936|0.722|0.976|0.449|0.440|0.991|0.931|0.653|0.998|0.640|0.813|0.971,2.938
raw_sum,rope,0,id_4d,4,False,2,4,2,256,8000,1586701,2000,0.0015,0.719,0.0005,0.43557,0.996|0.906|0.995|0.732|0.503|0.989|0.404|0.319|0.977|0.441|0.159|0.969|0.425|0.238|0.972|0.763|0.536|1.000|0.971|0.931|0.875,5.91
raw_sum,rope,0,id_4d,4,False,2,4,4,256,8000,1586701,2000,0.997,0.99983,0.0005,0.43557,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.998|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,1.167
raw_sum,rope,0,id_4d,4,False,2,4,8,256,8000,1586701,2000,0.488,0.96348,0.0005,0.43557,1.000|1.000|1.000|1.000|0.968|1.000|0.929|0.866|0.997|0.955|0.786|0.995|0.916|0.861|0.998|0.998|0.967|1.000|1.000|1.000|1.000,1.498
raw_sum,rope,0,id_4d,4,False,2,4,16,256,8000,1586701,2000,0.0955,0.87862,0.0005,0.43557,0.923|0.988|1.000|0.996|0.787|1.000|0.712|0.636|0.994|0.886|0.492|0.990|0.692|0.652|0.996|0.995|0.817|1.000|0.963|0.933|1.000,2.818
raw_sum,rope,0,id_4d,4,False,2,4,32,256,8000,1586701,2000,0.017,0.80662,0.0005,0.43557,0.768|0.901|1.000|0.965|0.714|1.000|0.578|0.530|0.991|0.768|0.391|0.986|0.544|0.539|0.995|0.936|0.732|0.999|0.780|0.824|1.000,4.131
raw_sum,rope,0,id_5d,5,False,2,4,2,256,8000,1586701,2000,0.0,0.68941,0.0005,0.40213,0.975|0.967|0.989|0.720|0.534|0.984|0.490|0.332|0.987|0.505|0.208|0.969|0.275|0.120|0.946|0.477|0.166|0.968|0.429|0.285|0.978|0.903|0.639|1.000|0.891|0.877|1.000,8.386
raw_sum,rope,0,id_5d,5,False,2,4,4,256,8000,1586701,2000,0.9885,0.99954,0.0005,0.40213,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.999|1.000|1.000|0.991|0.999|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,1.087
raw_sum,rope,0,id_5d,5,False,2,4,8,256,8000,1586701,2000,0.2925,0.95054,0.0005,0.40213,1.000|1.000|1.000|1.000|0.972|1.000|0.947|0.910|0.999|0.981|0.814|0.989|0.750|0.722|0.989|0.962|0.825|0.995|0.946|0.902|0.998|1.000|0.971|1.000|0.999|0.998|1.000,1.888
raw_sum,rope,0,id_5d,5,False,2,4,16,256,8000,1586701,2000,0.0325,0.85137,0.0005,0.40213,0.899|0.969|1.000|0.997|0.817|1.000|0.754|0.679|0.999|0.945|0.540|0.981|0.507|0.466|0.981|0.902|0.540|0.988|0.706|0.693|0.997|1.000|0.813|1.000|0.901|0.915|1.000,4.148
raw_sum,rope,0,id_5d,5,False,2,4,32,256,8000,1586701,2000,0.004,0.78635,0.0005,0.40213,0.746|0.919|1.000|0.985|0.739|1.000|0.603|0.579|0.999|0.851|0.443|0.980|0.386|0.367|0.974|0.795|0.441|0.985|0.560|0.585|0.997|0.983|0.726|1.000|0.713|0.879|1.000,5.792
raw_sum,rope,0,ood_6d,6,True,2,4,2,256,8000,1586701,2000,0.0,0.22692,0.001,0.3693,0.239|0.278|0.226|0.326|0.329|0.692|0.097|0.168|0.168|0.176|0.138|0.413|0.104|0.115|0.126|0.123|0.106|0.491|0.101|0.107|0.587|0.119|0.109|0.262|0.104|0.126|0.261|0.286|0.135|0.044|0.041|0.333|0.562,25.512
raw_sum,rope,0,ood_6d,6,True,2,4,4,256,8000,1586701,2000,0.0,0.24323,0.001,0.3693,0.179|0.343|0.398|0.300|0.310|0.789|0.093|0.147|0.229|0.182|0.137|0.334|0.096|0.115|0.119|0.096|0.103|0.497|0.094|0.104|0.617|0.070|0.120|0.364|0.106|0.114|0.248|0.286|0.157|0.250|0.000|0.330|0.698,24.974
raw_sum,rope,0,ood_6d,6,True,2,4,8,256,8000,1586701,2000,0.0,0.24755,0.001,0.3693,0.169|0.352|0.492|0.257|0.298|0.800|0.096|0.143|0.249|0.203|0.141|0.346|0.099|0.105|0.252|0.071|0.105|0.452|0.093|0.101|0.622|0.038|0.128|0.325|0.101|0.108|0.315|0.285|0.154|0.224|0.001|0.331|0.711,24.831
raw_sum,rope,0,ood_6d,6,True,2,4,16,256,8000,1586701,2000,0.0,0.23309,0.001,0.3693,0.172|0.284|0.412|0.243|0.302|0.788|0.095|0.139|0.205|0.179|0.137|0.321|0.096|0.109|0.251|0.052|0.106|0.414|0.096|0.107|0.607|0.030|0.123|0.284|0.099|0.104|0.335|0.285|0.133|0.179|0.007|0.332|0.663,25.308
raw_sum,rope,0,ood_6d,6,True,2,4,32,256,8000,1586701,2000,0.0,0.22279,0.001,0.3693,0.173|0.263|0.378|0.224|0.287|0.778|0.098|0.132|0.180|0.167|0.135|0.307|0.096|0.106|0.213|0.046|0.100|0.392|0.096|0.112|0.601|0.026|0.115|0.267|0.100|0.104|0.326|0.285|0.119|0.155|0.011|0.331|0.630,25.648
raw_sum,rope,0,ood_7d,7,True,2,4,2,256,8000,1586701,2000,0.0,0.24927,0.0005,0.3554,0.319|0.287|0.291|0.328|0.306|0.847|0.108|0.135|0.182|0.074|0.141|0.485|0.115|0.110|0.160|0.215|0.094|0.148|0.106|0.099|0.262|0.161|0.106|0.477|0.101|0.100|0.091|0.209|0.105|0.696|0.103|0.127|0.312|0.246|0.106|0.664|0.009|0.338|0.959,29.279
raw_sum,rope,0,ood_7d,7,True,2,4,4,256,8000,1586701,2000,0.0,0.2706,0.0005,0.3554,0.272|0.439|0.712|0.336|0.301|0.778|0.126|0.141|0.342|0.082|0.163|0.606|0.115|0.112|0.206|0.214|0.110|0.118|0.111|0.098|0.268|0.141|0.099|0.494|0.101|0.107|0.116|0.181|0.115|0.708|0.096|0.129|0.205|0.242|0.148|0.824|0.004|0.327|0.873,28.447
raw_sum,rope,0,ood_7d,7,True,2,4,8,256,8000,1586701,2000,0.0,0.26371,0.0005,0.3554,0.197|0.367|0.679|0.323|0.303|0.754|0.129|0.137|0.299|0.085|0.152|0.585|0.117|0.111|0.224|0.212|0.103|0.260|0.101|0.094|0.263|0.138|0.099|0.479|0.096|0.100|0.159|0.145|0.114|0.705|0.097|0.131|0.191|0.229|0.160|0.826|0.003|0.328|0.791,28.715
raw_sum,rope,0,ood_7d,7,True,2,4,16,256,8000,1586701,2000,0.0,0.25312,0.0005,0.3554,0.183|0.301|0.637|0.319|0.302|0.720|0.119|0.145|0.263|0.082|0.146|0.552|0.118|0.110|0.221|0.213|0.095|0.261|0.095|0.098|0.257|0.127|0.104|0.465|0.092|0.098|0.162|0.136|0.114|0.699|0.098|0.128|0.172|0.201|0.149|0.816|0.003|0.323|0.751,29.128
raw_sum,rope,0,ood_7d,7,True,2,4,32,256,8000,1586701,2000,0.0,0.24377,0.0005,0.3554,0.153|0.281|0.619|0.312|0.303|0.699|0.118|0.142|0.241|0.071|0.143|0.534|0.118|0.111|0.213|0.214|0.098|0.240|0.094|0.101|0.248|0.112|0.102|0.449|0.093|0.097|0.129|0.115|0.101|0.697|0.096|0.127|0.158|0.181|0.142|0.808|0.003|0.319|0.725,29.493
raw_sum,rope,0,ood_8d,8,True,2,4,2,256,8000,1586701,2000,0.0,0.23487,0.0005,0.33836,0.146|0.214|0.113|0.183|0.237|0.410|0.107|0.157|0.773|0.175|0.132|0.146|0.100|0.106|0.470|0.167|0.093|0.428|0.106|0.107|0.198|0.185|0.112|0.201|0.102|0.099|0.245|0.058|0.101|0.234|0.109|0.105|0.386|0.197|0.112|0.635|0.100|0.112|0.339|0.241|0.194|0.901|0.007|0.237|0.988,34.431
raw_sum,rope,0,ood_8d,8,True,2,4,4,256,8000,1586701,2000,0.0,0.2374,0.0005,0.33836,0.148|0.189|0.140|0.199|0.249|0.650|0.107|0.145|0.756|0.163|0.129|0.214|0.096|0.102|0.449|0.165|0.093|0.429|0.111|0.104|0.189|0.190|0.094|0.142|0.102|0.103|0.253|0.092|0.100|0.034|0.104|0.106|0.310|0.197|0.122|0.641|0.109|0.114|0.490|0.248|0.202|0.893|0.011|0.230|0.973,34.317
raw_sum,rope,0,ood_8d,8,True,2,4,8,256,8000,1586701,2000,0.0,0.23846,0.0005,0.33836,0.149|0.158|0.124|0.190|0.271|0.600|0.107|0.145|0.740|0.128|0.122|0.185|0.102|0.098|0.435|0.165|0.093|0.432|0.105|0.096|0.247|0.171|0.099|0.282|0.102|0.104|0.255|0.080|0.094|0.177|0.108|0.101|0.327|0.163|0.115|0.644|0.114|0.106|0.509|0.224|0.189|0.891|0.015|0.202|0.967,34.27
raw_sum,rope,0,ood_8d,8,True,2,4,16,256,8000,1586701,2000,0.0,0.23183,0.0005,0.33836,0.153|0.118|0.111|0.150|0.258|0.556|0.108|0.145|0.722|0.129|0.119|0.144|0.095|0.100|0.428|0.168|0.092|0.429|0.100|0.092|0.223|0.167|0.101|0.329|0.095|0.104|0.255|0.076|0.086|0.218|0.106|0.100|0.310|0.141|0.107|0.643|0.115|0.106|0.488|0.205|0.187|0.890|0.018|0.181|0.964,34.568
raw_sum,rope,0,ood_8d,8,True,2,4,32,256,8000,1586701,2000,0.0,0.22421,0.0005,0.33836,0.162|0.101|0.077|0.137|0.242|0.537|0.111|0.139|0.714|0.108|0.116|0.113|0.100|0.102|0.409|0.167|0.092|0.429|0.101|0.090|0.204|0.137|0.101|0.301|0.098|0.104|0.255|0.062|0.092|0.211|0.111|0.098|0.304|0.117|0.114|0.642|0.110|0.100|0.468|0.190|0.183|0.888|0.021|0.167|0.963,34.91
